"NUMEROPROCESSO","ANOPROCESSO","NUMEROMODALIDADE","LICITANTES","LICITANTES_VENCEDORES","NOMENATUREZA","NOMEMODALIDADE","SITUACAOLICITACAO","ESTAGIOLICITACAO","DATAPUBLICACAOHOMOLOGACAO","DATAEMISSAOEDITAL","DATAPUBLICACAOHABILITACAO","TOTALADJUDICADOLICITACAO","VALORESTIMADO","UNIDADEGESTORA","UNIDADE_GESTORA","DESCRICAOOBJETO","ESPECIFICACAOOBJETO","CARACTERISTICAOBJETO","ULTIMAATUALIZACAO","OBJETO"
"62","2022","44","SANIGRAN LTDA: 15153524000190 - Não Vencedor; OPORTUNO DISTRIBUIDORA DE MAQUINAS E FERRAMENTAS LTDA: 24067409000193 - Não Vencedor; NORTHWEST MÁQUINAS E FERRAMENTAS LTDA: 37247494000113 - Não Vencedor; M P LETREIROS E BRINDES EIRELLI: 03975626000101 - Não Vencedor; ROSIVALDO GOMES DA SILVA GRÁFICA E EDITORA - ME: 10359279000158 - Não Vencedor; GRÁFICA MONTEIRO LTDA - EPP: 10679967000103 - Vencedor; SA PRODUÇÕES E SERVIÇOS LTDA: 21347447000101 - Não Vencedor; T. H. MENDONÇA DA COSTA EIRELI: 37419342000150 - Não Vencedor; ","GRÁFICA MONTEIRO LTDA - EPP: 10679967000103; ","Compras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","20/06/2022","01/06/2022","20/06/2022","370875.58","511441.74","1","","SERVIÇOS GRÁFICOS E EDITORIAIS","SERVIÇOS DE ARTES GRÁFICAS,  DE PROGRAMAÇÃO E COMUNICAÇÃO VISUAL, TAIS COMO: CONFECÇÃO DE IMPRESSOS EM GERAL, ENCADERNAÇÃO DE LIVROS JORNAIS E REVISTAS, DIAGRAMAÇÃO, IMPRESSÃO DE JORNAIS, BOLETINS, ENCARTES, FOLDER E ASSEMELHADOS E AFINS.","Por Itens","09/06/2022","O  objeto  da  presente  licitação  é  a contratação  de  empresa especializada em serviços  gráficos, visando atender as necessidades da Secretaria de Cultura, Turismo, Esportes e Empreendedorismo, e demais  Secretarias, conforme  condições,  quantidades  e  exigências  estabelecidas  neste  Edital  e  seus anexos."
"61","2022","43","RPF COMERCIAL LTDA: 03217016000149 - Não Vencedor; BMB CONSTRUCOES E COMERCIAL DO ANIL EIRELI: 04191294000137 - Não Vencedor; VARGAS COMERCIO DE FERRAMENTAS LTDA: 07514710000189 - Não Vencedor; ANTONIO FELIX DA SILVA CONSTRUCAO-ME: 11839297000108 - Não Vencedor; ONE Comercial LTDA: 14517117000151 - Não Vencedor; JUMES MATERIAL DE CONSTRUÇÃO LTDA : 19225144000174 - Não Vencedor; CAPITAL DA CONSTRUÇÃO, COMÉRCIO E SERVIÇO EIRELI-ME: 19299794000164 - Não Vencedor; S.A. DE JESUS COMERCIO DE MATERIAIS DE CONSTRUCAO: 21896826000150 - Não Vencedor; H R CORTES ME: 30961753000124 - Não Vencedor; HANDREIY VINICIUS MORAES DJUBATIE MANUTENÇÃO: 32300137000158 - Não Vencedor; ISAIAS VITAL DA SILVA: 33771414000173 - Não Vencedor; GGV COMERCIAL EIRELI: 35236131000157 - Não Vencedor; ALEXANDRE FREIRE: 39334587000100 - Não Vencedor; AVANCO SERVICOS E COMERCIO : 40000327000188 - Não Vencedor; S VASCONCELOS ROSAS : 40457662000100 - Não Vencedor; LUAL EMPREENDIMENTOS LTDA: 41389798000192 - Vencedor; ARGOS LTDA: 42262411000103 - Não Vencedor; SZATA COMÉRCIO VAREJISTA LTDA: 42883960000197 - Não Vencedor; BRAVE DISTRIBUIDORA LTDA: 43892634000109 - Não Vencedor; ERIK R L PIRES PRODUTOS E SERVIÇOS: 43998091000109 - Não Vencedor; NODES DOS SANTOS MOTA: 45720330000190 - Não Vencedor; ","LUAL EMPREENDIMENTOS LTDA: 41389798000192; ","Compras","Pregão Eletrônico","Em Andamento","Habilitação Concluída","04/07/2022","25/05/2022","04/07/2022","4183.7","3043891.56","1","","MATERIAL PARA CONSTRUÇÃO E REFORMAS","MATERIAIS DE CONSTRUÇÃO E ACABAMENTO. EXEMPLO: ARAME PARA CONSTRUÇÃO, AREIA, AZULEJOS, CANOS, CHAPAS DE FERRO, CAIXAS D'AGUA, CIMENTO, CAL, CANTONEIRAS, FERRO, MASSAS, PREGOS, COMPENSADOS, PARAFUSOS, PORTAS, ETC.","Por Itens","01/06/2022","O objeto da presente licitação é o registro de preços para eventual aquisição de materiais de construção, visando atender as demandas da Secretaria de Saúde e demais Secretarias do Município, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"60","2022","42","GERATRIX CONSTRUÇÕES E SERVIÇOS DE INSTALAÇÕES LTDA: 07223818000112 - Não Vencedor; CONSTRUTORA INHUMAS LTDA - ME: 07353785000125 - Não Vencedor; SS OBRAS E TERRAPLANAGEM E LOCAÇÃO DE MAQUINAS PARA CONSTRUÇÃO LTDA: 14417792000109 - Não Vencedor; IGOR SANTANA LUCENA ENGENHARIA E SERVICOS EIRELI: 15776046000174 - Não Vencedor; JAIRO BARBOSA SERVIÇOS DE ENGENHARIA EIRELI - EPP: 22951384000160 - Vencedor; A. G. F. SILVA ENGENHARIA (SOUSA & SILVA ENGENHARIA): 28101039000114 - Não Vencedor; LUAL ENGENHARIA E SERVIÇOS LTDA: 40354666000162 - Não Vencedor; ","JAIRO BARBOSA SERVIÇOS DE ENGENHARIA EIRELI - EPP: 22951384000160; ","Obras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","07/07/2022","23/05/2022","07/07/2022","497041.92","561166.79","1","","OBRAS","OBRAS","Por Lotes","01/06/2022","O objeto da presente licitação é para reforma da praça Desembargador João Paes, com condições quantidades e exigências estabelecidas, conforme anexos deste Instrumento Convocatório e seus anexos, ofertando a população belo-jardinense área de lazer mais adequada."
"59","2022","11","SIMPLEX CONSULTORIA ECONÔMICA E EMPRESARIAL LTDA - ME - SIMPLEX CONSULTORIA ECONÔMICA E EMPRESARIAL : 17442390000152 - Não Vencedor; CONVENCE SOLUÇÕES LTDA: 23624435000102 - Vencedor; UMBURANA ENGENHARIA E CONSULTORIA LTDA: 40526606000180 - Não Vencedor; ","CONVENCE SOLUÇÕES LTDA: 23624435000102; ","Outros Serviços","Inexigibilidade","Concluído","Processo Adjudicado / Homologado / Ratificado","15/04/2022","13/04/2022","","42000","42000","1","","SERVIÇO","SERVIÇO","Por Itens","23/05/2022","Prestação de serviços de projetos de captação de recursos, gerenciamento de convênios e contratos de repasse relacionados a Obras do fundo municipal de educação e da plataforma + Brasil no munícipio de Belo Jardim-PE "
"57","2022","41","LOCASERV LOCAÇÕES E SERVIÇOS LTDA: 02694924000160 - Vencedor; JOBSON JOSE DE ASSIS SANTOS 03021382428: 36558562000100 - Vencedor; EDIVALDO PEREIRA DE FREITAS 02746533464: 43803887000169 - Vencedor; EDIVALDO DE LIMA NASCIMENTO 05516630495: 45637652000170 - Vencedor; JOSE ROSELANDO COSTA 10223064483: 45718448000183 - Não Vencedor; EDEVALDO XAVIER DA COSTA 05848684480: 46146044000125 - Vencedor; ARGEMIRO BARBOSA DE ANDRADE 38872650410: 46179874000159 - Vencedor; ROBERTO JOAO DE SOUZA 34479474897: 46201772000192 - Vencedor; ","LOCASERV LOCAÇÕES E SERVIÇOS LTDA: 02694924000160; JOBSON JOSE DE ASSIS SANTOS 03021382428: 36558562000100; EDIVALDO PEREIRA DE FREITAS 02746533464: 43803887000169; EDIVALDO DE LIMA NASCIMENTO 05516630495: 45637652000170; EDEVALDO XAVIER DA COSTA 05848684480: 46146044000125; ARGEMIRO BARBOSA DE ANDRADE 38872650410: 46179874000159; ROBERTO JOAO DE SOUZA 34479474897: 46201772000192; ","Outros Serviços","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","26/04/2022","19/04/2022","26/05/2022","662953.63","1016882","1","","SERVIÇOS DE TRANSPORTE DE PASSAGEIROS","CONTRATAÇÃO DE VEÍCULOS COM MOTORISTA PARA TRANSPORTE DE SERVIDORES, TRANSPORTE ESCOLAR, FISCALIZAÇÃO E PARA OUTRAS FINALIDADES DA ADMINISTRAÇÃO.","Por Itens","15/07/2022","O objeto da presente licitação é a contratação de MEI e de empresa especializada na prestação de serviços de Transporte Escolar para estudantes da Rede Pública de Ensino, localizados na zona rural e urbana, para suprir as necessidades da Secretaria de Educação e Tecnologia do Município de Belo Jardim/PE, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"56","2022","9","ESCOLA DE CONTAS PÚBLICAS PROFESSOR BARRETO GUIMARÃES: 02770511000118 - Vencedor; ","ESCOLA DE CONTAS PÚBLICAS PROFESSOR BARRETO GUIMARÃES: 02770511000118; ","Outros Serviços","Inexigibilidade","Concluído","Processo Adjudicado / Homologado / Ratificado","08/04/2022","08/04/2022","","6488.4","6488.4","1","","SERVIÇOS DE APERFEIÇOAMENTO, CAPACITAÇÃO E TREINAMENTO DE PESSOAL","INSTRUÇÃO, TREINAMENTO, ORIENTAÇÃO PEDAGÓGICA E EDUCACIONAL, AVALIAÇÃO DE CONHECIMENTOS DE QUALQUER NATUREZA E AFINS.","Por Itens","23/05/2022","Capacitação de servidores da Prefeitura: Curso Governança Orçamentária Municipal."
"55","2022","40","ROSILENE TONATTO SPAZZINI - EPP: 07045994000101 - Não Vencedor; R.L COMÉRCIO VAREJISTA DE MULTI UTILIDADES LTDA: 22226670000163 - Não Vencedor; WR BOLSAS E UNIFORMES EIRELI: 32133930000100 - Não Vencedor; RC SERVIÇOS & CONSERVAÇÃO EIRELI - ME: 32337973000107 - Não Vencedor; ALESSANDRO ALMEIDA DUTRA DE AMORIM 01082026409: 46337328000107 - Vencedor; ","ALESSANDRO ALMEIDA DUTRA DE AMORIM 01082026409: 46337328000107; ","Compras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","23/05/2022","05/05/2022","25/05/2022","61190","78064","1","","VESTUÁRIO EM GERAL","VESTUÁRIOS EM GERAL: UNIFORMES, FARDAS, CALÇADOS, BATAS, CALÇADOS,  AGASALHOS,  AVENTAIS, BLUSAS, CALÇADOS, CALÇAS, CAMISAS, CAPAS, CHAPÉUS, CINTOS, GRAVATAS, GUARDA-PÓS, LINHAS, MACACÕES, MEIAS, UNIFORMES MILITARES OU DE USO CIVIL E AFINS. ","Por Itens","19/07/2022","O objeto da presente licitação é o registro de preços para eventual aquisição de fardamento, para atender as demandas da Secretaria de Infraestrutura e Urbanismo, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"54","2022","39","MIGUEL de Antoni - Distrubuidora: 05460773000174 - Não Vencedor; TECA TECNOLOGIA E COMERCIO LTDA: 11163447000106 - Não Vencedor; FS SUPRIMENTOS - EIRELI: 11523678000175 - Não Vencedor; ANTONIO FELIX DA SILVA CONSTRUCAO-ME: 11839297000108 - Vencedor; SANIGRAN LTDA: 15153524000190 - Não Vencedor; HELO COMERCIO E SERVICOS DE PRODUTOS AGROPECUARIOS EIRELI: 18158411000175 - Não Vencedor; JUMES MATERIAL DE CONSTRUÇÃO LTDA : 19225144000174 - Vencedor; OPORTUNO DISTRIBUIDORA DE MAQUINAS E FERRAMENTAS LTDA: 24067409000193 - Vencedor; LINDINALVA De Gois Coelho Barbosa: 26535863000157 - Não Vencedor; MARIA CONSUELO SOARES DA MATA : 28697784000178 - Vencedor; FREEDOM AUTOMAÇÃO LTDA: 35733585000133 - Não Vencedor; ACARVE COMERCIO E LICITAÇÕES EIRELI: 35764167000103 - Não Vencedor; NORTHWEST MÁQUINAS E FERRAMENTAS LTDA: 37247494000113 - Não Vencedor; ENTROPIA MEDICAL INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS LTDA: 40838415000153 - Não Vencedor; MCA ASSESSORIA, IMPORTACAO E COMERCIO LTDA: 42519684000182 - Não Vencedor; GESSICA ZARZEKA OLIVO - GRM MAQUINAS E LOCACOES: 97541831000102 - Não Vencedor; ","ANTONIO FELIX DA SILVA CONSTRUCAO-ME: 11839297000108; JUMES MATERIAL DE CONSTRUÇÃO LTDA : 19225144000174; OPORTUNO DISTRIBUIDORA DE MAQUINAS E FERRAMENTAS LTDA: 24067409000193; MARIA CONSUELO SOARES DA MATA : 28697784000178; ","Compras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","04/07/2022","06/06/2022","04/07/2022","69154.12","78948.79","1","","PRAÇA, PARQUES E JARDINS","ÁREA URBANA ARBORIZADA E/OU AJARDINADA DESTINADA AO DESCANSO E LAZER","Por Itens","09/06/2022","O objeto da presente licitação é o registro de preços para eventual aquisição de material para manutenção de praças, jardins parques e áreas verdes para atender as demandas da Secretaria de Infraestrutura  e  Urbanismo,conforme  condições,  quantidades  e  exigências  estabelecidas  neste Edital e seus anexos."
"53","2022","38","Pesqueira Premoldados Ltda ME: 00956047000123 - Não Vencedor; WORLDTECH COMERCIAL E SERVIÇOS EIRELI: 02784924000151 - Vencedor; BMB CONSTRUCOES E COMERCIAL DO ANIL EIRELI: 04191294000137 - Vencedor; FS SUPRIMENTOS - EIRELI: 11523678000175 - Não Vencedor; ANTONIO FELIX DA SILVA CONSTRUCAO-ME: 11839297000108 - Vencedor; ONE Comercial LTDA: 14517117000151 - Não Vencedor; GR COMERCIO EIRELI : 17451234000158 - Não Vencedor; VIVA DISTRIBUIDORA DE PRODUTOS LTDA: 20008831000117 - Não Vencedor; T A DE SOUZA SUPERMERCADOS E EMBALAGENS: 23114678000109 - Vencedor; OPORTUNO DISTRIBUIDORA DE MAQUINAS E FERRAMENTAS LTDA: 24067409000193 - Não Vencedor; VDR AUTOMACAO INDUSTRIAL EIRELI: 31506621000175 - Não Vencedor; NORTHWEST MÁQUINAS E FERRAMENTAS LTDA: 37247494000113 - Não Vencedor; LUAL EMPREENDIMENTOS LTDA: 41389798000192 - Não Vencedor; ARGOS LTDA: 42262411000103 - Não Vencedor; FATOR EQUIPAMENTOS LTDA: 43003732000148 - Vencedor; FRONT COMERCIAL LTDA: 43731740000100 - Vencedor; ","WORLDTECH COMERCIAL E SERVIÇOS EIRELI: 02784924000151; BMB CONSTRUCOES E COMERCIAL DO ANIL EIRELI: 04191294000137; ANTONIO FELIX DA SILVA CONSTRUCAO-ME: 11839297000108; T A DE SOUZA SUPERMERCADOS E EMBALAGENS: 23114678000109; FATOR EQUIPAMENTOS LTDA: 43003732000148; FRONT COMERCIAL LTDA: 43731740000100; ","Compras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","24/05/2022","02/05/2022","24/05/2022","3281202.6","3802997.14","1","","MATERIAL PARA CONSTRUÇÃO E REFORMAS","MATERIAIS DE CONSTRUÇÃO E ACABAMENTO. EXEMPLO: ARAME PARA CONSTRUÇÃO, AREIA, AZULEJOS, CANOS, CHAPAS DE FERRO, CAIXAS D'AGUA, CIMENTO, CAL, CANTONEIRAS, FERRO, MASSAS, PREGOS, COMPENSADOS, PARAFUSOS, PORTAS, ETC.","Por Itens","08/08/2022","O objeto da presente licitação é o registro de preços para eventual aquisição de material de construção e elétrico, visando atender as demandas da Secretaria de Infraestrutura e Urbanismo, e demais Secretarias, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"52","2022","37","THIAGO ROBERTO DA SILVA BARBOSA GÁS: 08628104000157 - Não Vencedor; BITURY GAS LTDA : 24292800000191 - Não Vencedor; ","","Compras","Pregão Eletrônico","Processo Fracassado","Licitantes Cadastrados","","08/07/2022","","","342761.75","1","","GÁS ENGARRAFADO","A AQUISIÇÃO DE GÁS ENGARRAFADO PARA DIVERSOS USOS.","Por Itens","11/07/2022","O objeto da presente licitação é o registro de preços para eventual aquisição de materiais de consumo de GLP para atender a Prefeitura Municipal de Belo Jardim com o intuito de suprir as necessidades de suas Secretarias, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"51","2022","36","OLIVER ARQUITETURA LTDA: 07273779000168 - Não Vencedor; ECONSULT ENVIRONMENTAL CONSULTING LTDA: 22684967000172 - Não Vencedor; LÍDER ENGENHARIA E GESTÃO DE CIDADES LTDA: 23146943000122 - Vencedor; ","LÍDER ENGENHARIA E GESTÃO DE CIDADES LTDA: 23146943000122; ","Outros Serviços","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","11/10/2022","26/08/2022","11/10/2022","180000","213807.4","1","","SERVIÇO","SERVIÇO","Por Itens","14/09/2022","Contratação de empresa especializada para elaboração de Plano Diretor Municipal de Belo JardimPE, conforme especificações e quantitativos estabelecidos no Termo de Referência."
"50","2022","35","","","Compras","Pregão Eletrônico","Processo Deserto","Edital Publicado","","01/07/2022","","","50916.08","1","","MATERIAIS DE COPA E COZINHA","MATERIAIS UTILIZADOS EM REFEITÓRIOS DE QUALQUER TIPO, COZINHAS RESIDENCIAIS, DE HOTÉIS, DE HOSPITAIS, DE ESCOLAS, DE UNIVERSIDADES, DE FÁBRICAS, TAIS COMO: ABRIDOR DE GARRAFA, AÇUCAREIROS, ARTIGOS DE VIDRO E PLÁSTICO, BANDEJAS, COADORES, COLHERES, COPOS, EBULIDORES, FACAS, FARINHEIRAS, FÓSFOROS, FRIGIDEIRAS, GARFOS, GARRAFAS TÉRMICAS, PALITEIROS, PANELAS, PANOS DE COZINHA, PAPEL ALUMÍNIO, PRATOS, RECIPIENTES PARA ÁGUA, SUPORTES DE COPOS PARA CAFEZINHO, TIGELAS, VELAS, XÍCARAS E AFINS.","Por Itens","06/07/2022"," O objeto da presente licitação é o registro de preços para eventual aquisição de utensílios para montagem de uma cozinha tipo industrial que irá suprir as necessidades da Secretária de Ação Social na produção de alimentos para pessoas carentes do município de Belo Jardim, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"49","2022","34","LINK CARD ADMINISTRADORA DE BENEFÍCIOS EIRELI: 12039966000111 - Vencedor; ","LINK CARD ADMINISTRADORA DE BENEFÍCIOS EIRELI: 12039966000111; ","Outros Serviços","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","01/09/2022","28/07/2022","01/09/2022","254476.82","255148.54","1","","FORNECIMENTO DE CARTÕES PARA SERVIÇOS DE MANUTENÇÃO AUTOMOTIVA, INCLUINDO PEÇAS E ACESSÓRIOS","GERENCIAMENTO, CONTROLE E FORNECIMENTO DE TICKETS, CARTÕES OU AFINS PARA REALIZAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA DE VEÍCULOS AUTOMOTORES, INCLUINDO O FORNECIMENTO DE PEÇAS E ACESSÓRIOS, SERVIÇOS DE MECÂNICA GERAL, FUNILARIA, PINTURA, ELETRICIDADE, AR CONDICIONADO E OUTROS, ATRAVÉS DE REDE DE ESTABELECIMENTOS CREDENCIADOS.","Por Itens","29/07/2022","O objeto da presente licitação é a contratação de empresa especializada na prestação de serviços de administração e gerenciamento informatizado e controle de frota de veículos, mediante rede credenciada, visando à manutenção preventiva e corretiva, incluindo o fornecimento de peças e acessórios, originais ou genuínos, para atender às necessidades da Prefeitura Municipal de Belo Jardim ? PE, por meio de sistema informatizado e implantação de cartão magnético vinculado à rede de estabelecimentos credenciada, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"48","2022","33","DEMARK - INDUSTRIA, COMERCIO E SERVICOS DE MATERIAIS TERMOPLASTICOS: 11841178000181 - Não Vencedor; LUKAUTO COMÉRCIO DE PNEUMÁTICOS E PEÇAS LTDA EPP: 13545473000116 - Não Vencedor; LARISSA DE FATIMA SANTOS DA SILVA 10762601442: 41083081000118 - Não Vencedor; LUAL EMPREENDIMENTOS LTDA: 41389798000192 - Não Vencedor; L & A SHOWROOM DAS TINTAS LTDA: 44995721000154 - Não Vencedor; ","","Compras","Pregão Eletrônico","Processo Fracassado","Licitantes Cadastrados","","09/06/2022","","","366860.08","1","","MATERIAL DE SINALIZAÇÃO URBANA OU RODOVIÁRIA","MATERIAIS PARA  SINALIZAÇÃO DE VIASURBANAS E  RODOVIÁRIAS, TAIS COMO: PLACAS, BALIZAMENTOS, CAVALETES, BÓIAS LUMINOSAS, TINTAS DE DEMARCAÇÃO, FITAS, LENTES LANTERNAS, BANDEIRAS, CONES, DETECTORES ELETROMAGNÉTICOS, SEMÁFOROS  E AFINS.","Por Itens","13/06/2022","O objeto da presente licitação é o registro de preços para eventual aquisição de material de sinalização de trânsito horizontal e vertical, de acordo com as normas previstas na Lei nº 9.503, de 23 de setembro de 1997, a qual institui o Código Brasileiro ? CTB, para atender a necessidade da Secretaria de Defesa Cidadã ? SEDEC do Município de Belo Jardim-PE, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"47","2022","32","MJ COMERCIO DE MOVEIS EIRELI: 07631411000124 - Não Vencedor; COMERCIAL MASTER EIRELI ME: 11791908000187 - Não Vencedor; L B COMERCIO DE FERRAGENS EIRELI : 20470692000149 - Não Vencedor; DANFESSI MOVEIS,MAQUINAS E EQUIPAMENTOS INDUSTRIAIS LTDA: 24419569000154 - Não Vencedor; S D DE A FERREIRA & CIA LTDA: 26889181000142 - Vencedor; JOSE ERIVAN DE ALMEIDA JUNIOR 08974476460 : 40979947000100 - Não Vencedor; LUAL EMPREENDIMENTOS LTDA: 41389798000192 - Vencedor; ","S D DE A FERREIRA & CIA LTDA: 26889181000142; LUAL EMPREENDIMENTOS LTDA: 41389798000192; ","Compras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","28/04/2022","06/04/2022","28/04/2022","4147032.8","5226806","1","","CONSUMO","CONSUMO","Por Itens","29/11/2022"," O objeto da presente licitação é o registro de preços para eventual aquisição de materiais de consumo e permanente para creches e escolas municipais com o intuito de suprir as necessidades da Secretaria de Educação e Tecnologia, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
"46","2022","31","SUPORTE DE ADMINISTRACAO GERENCIAL LTDA DMAIS: 07091063000140 - Vencedor; IMPROVESS INFORMATICA LTDA: 09247726000106 - Não Vencedor; G. Da Silva Sistemas Inteligentes em Controle: 13151308000180 - Não Vencedor; NOBE SOFTWARE DE GESTAO INTEGRADA LTDA: 14108730000115 - Não Vencedor; PAULO HERBERT BARBOSA LINS CONSULTORIA EMPRESARIAL : 17126655000103 - Não Vencedor; DEUSIVANE DOS SANTOS CAVALCANTI EIRELI - ME (SOFTVALLE): 31721113000100 - Não Vencedor; BRASIL APRENDER EIRELI: 32754579000174 - Não Vencedor; LIRMI BRASIL SOLUCOES DIGITAIS LTDA: 43282688000152 - Não Vencedor; ","SUPORTE DE ADMINISTRACAO GERENCIAL LTDA DMAIS: 07091063000140; ","Locação de Bens","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","17/05/2022","29/03/2022","17/05/2022","274000","763859.96","1","","SERVIÇO DE LOCAÇÃO DE SOFTWARES","SERVIÇOS DE ALUGUEL DE SOFTWARES OU PROGRAMAS DE COMPUTADOR, TAIS COMO: SOFTWARES DE PRATELEIRA, SISTEMAS APLICATIVOS OU COMERCIAIS, SISTEMAS OPERACIONAIS, UTILITÁRIOS, LICENÇAS DE USO, PROPRIEDADE INTELECTUAL, ETC.","Por Itens","25/05/2022","A presente licitação tem por objeto a Contratação de empresa especializada na Locação da Licença de uso do software de Gestão Educacional contemplando os módulos administrativo, secretaria e diretoria escolar, coordenação pedagógica, Portal do professor, portal do Aluno, Portal do Pai/responsável, com principais funcionalidades que contemplam Inscrição online(matricula online), Boletim online transferências online, controle de evasão escolar, gerenciamento da infraestrutura das escolas, geolocalização, desempenho estatísticos e controle dos programas sociais, Alimentação Escolar, Biblioteca e Transporte Escolar, aulas on-line em tempo real, contemplando aproximadamente 11 (onze) mil alunos da Rede Municipal de Educação da Cidade de Belo Jardim (PE) durante o período de 12 (doze) meses, conforme especificações e quantitativos estabelecidos no Termo de Referência."
"45","2022","30","Associação Caruaruense dos Arbitros de Futsal: 08335693000185 - Vencedor; MELO FITNESS EIRELI: 10487393000163 - Não Vencedor; VRC INDUSTRIAL LTDA: 11366017000183 - Não Vencedor; RUNWAY INDUSTRIA E COMERCIO DE CALCADOS LTDA.: 15474400000106 - Vencedor; VIVA DISTRIBUIDORA DE PRODUTOS LTDA - ME: 20008831000117 - Vencedor; TECBOL LTDA: 27183604000177 - Vencedor; 100 SPORTS EIRELI : 29761115000180 - Vencedor; WILLIAN DO NASCIMENTO DA SILVA 11177937450: 41263993000171 - Não Vencedor; T2R COMERCIO DE ARTIGOS ESPORTIVOS E SERVICOS LTDA: 42542512000120 - Não Vencedor; ","Associação Caruaruense dos Arbitros de Futsal: 08335693000185; RUNWAY INDUSTRIA E COMERCIO DE CALCADOS LTDA.: 15474400000106; VIVA DISTRIBUIDORA DE PRODUTOS LTDA - ME: 20008831000117; TECBOL LTDA: 27183604000177; 100 SPORTS EIRELI : 29761115000180; ","Compras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","31/05/2022","14/04/2022","31/05/2022","1102086.5","1304198.8","1","","MATERIAL ESPORTIVO","MATERIAIS UTILIZADOS OU CONSUMIDOS DIRETAMENTE NAS ATIVIDADES  ESPORTIVAS DE CRIANÇAS E ADULTOS, TAIS COMO: CALÇÕES, CAMISAS DE MALHA, APITOS, BOLAS,  CORDAS, ESTEIRAS, JOELHEIRAS, LUVAS, ÓCULOS PARA MOTOCICLISTAS, PATINS, QUIMONOS, RAQUETES, REDES PARA PRÁTICA DE ESPORTES, CHUTEIRAS,TÊNIS , TORNOZELEIRAS, TOUCA PARA NATAÇÃO E AFINS.","Por Itens","07/07/2022","Aquisição de material esportivo e contratação de serviço de arbitragem visando atender as demandas das atividades físicas da Secretaria de Cultura, Turismo, Esportes, Empreendorismo, Educação e Tecnologia e AEB FBJ durante o período de 12 meses, conforme especificações e quantitativos estabelecidos neste instrumento."
"44","2022","29","DIFERENCIAL COMÉRCIO ATACADISTA DE PRODUTOS ALIMENTÍCIOS EIRELI: 09617964000158 - Não Vencedor; SUCESSO DISTRIBUIDORA DE ALIMENTOS LTDA : 19450370000159 - Vencedor; KELEDU COMERCIO DE MATERIAIS DE PAPELARIA E ESCRITORIO LTDA: 19590049000170 - Não Vencedor; JOSE RONYERDD FERREIRA RAMIRO: 22361150000163 - Não Vencedor; DISTRIBUIDORA DE PRODUTOS AGRESTE MERIDIONAL LTDA - ME: 40876269000150 - Não Vencedor; ","SUCESSO DISTRIBUIDORA DE ALIMENTOS LTDA : 19450370000159; ","Compras","Pregão Eletrônico","Concluído","Processo Adjudicado / Homologado / Ratificado","02/05/2022","04/04/2022","02/05/2022","221662","234295.74","1","","MATERIAL DE EXPEDIENTE","MATERIAIS PARA EXPEDIENTE EM GERAL: BORRACHAS, PAPEL OFÍCIO, COLA, CLIPS, CARIMBOS, CANETAS, CADERNOS, CORRETORES, ESTILETES, EXTRATORES DE GRAMPOS, GRAMPOS, LÁPIS, FITAS PARA MÁQUINAS E AFINS.","Por Itens","01/06/2022","O objeto da presente licitação é o registro de preços para eventual aquisição de material de expediente, item 78 fracassado da Licitação PE 16/2022, conforme condições, quantidades e exigências estabelecidas neste Edital e seus anexos."
